typestatus	standard	vetted
HOLOTYPE OF GRALLARICULA NANA OCCIDENTALIS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 176, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF GRAMMOMYS DOLICHURUS SURDASTER ((THE CORYNDON MUSEUM & WROUGHTON))	holotype	1
HOLOTYPE OF GRAMMOMYS MACMILLANI ((WROUGHTON))	holotype	1
HOLOTYPE OF GRAPHIURUS KELLENI ANSORGEI (DOLLMAN)	holotype	1
HOLOTYPE OF GRAPTEMYS ERNSTI, LOVICH AND MCCOY, 1992, ANN. CARN. MUS. 61(4):300	holotype	1
HOLOTYPE OF GRAPTEMYS GIBBONSI, LOVICH AND MCCOY, 1992, ANN. CARN. MUS. 61(4):302	holotype	1
HOLOTYPE OF GRAPTEMYS PEARLENSIS, ENNEN, LOVICH, KREISER, SELMAN AND QUALLS, CHELONIAN CONSERVATION AND BIOLOGY, 9(1):104	holotype	1
HOLOTYPE OF GRAPTEMYS PSEUDOGEOGRAPHICA OUACHITENSIS	holotype	1
HOLOTYPE OF GRAPTEMYS PSEUDOGEOGRAPHICA SABINENSIS	holotype	1
HOLOTYPE OF GYMNOPHTHALMUS BIRDI	holotype	1
HOLOTYPE OF GYMNOPITHYS LEUCASPIS LATERALIS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 174, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF GYMNOSTINOPS YURACARES CAURENSIS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA **INCORRECTLY LISTED AS P.169 IN TYPE CAT.**. PROC. BIOL. SOC. WASH., 169-174. PAGE 170, PUBLISHED 8 AUGUST 1913.	holotype	1
HOLOTYPE OF HABIA RUBICA CRISSALIS, PARKES, K. C. 1969. TWO NEW SUBSPECIES OF THE RED-CROWNED ANT TANAGER HABIA RUBICA FROM VENEZUELA, WITH REMARKS ON COLOMBIAN POPULATIONS. BULL. BRIT. ORN. CLUB, 83-85. PAGE 83, PUBLISHED 5 JUNE 1969.	holotype	1
HOLOTYPE OF HABIA RUBICA MESOPOTAMIA, PARKES, K. C. 1969. TWO NEW SUBSPECIES OF THE RED-CROWNED ANT TANAGER HABIA RUBICA FROM VENEZUELA, WITH REMARKS ON COLOMBIAN POPULATIONS. BULL. BRIT. ORN. CLUB, 83-85. PAGE 84, PUBLISHED 5 JUNE 1969.	holotype	1
HOLOTYPE OF HABROMYS LEPTURUS IXTLANI ((GOODWIN))	holotype	1
HOLOTYPE OF HALDEA VALERIAE PULCHRA, RICHMOND, 1954, ANN. CARNEGIE MUS., 33:251	holotype	1
HOLOTYPE OF HAPALOMYS DELACOURI MARMOSA (ALLEN)	holotype	1
HOLOTYPE OF HARPORHYNCHUS CINEREUS MEARNSI, ANTHONY, A. W. 1895. A NEW SUBSPECIES OF HARPORHYNCHUS FROM LOWER CALIFORNIA. AUK, 52-53. PAGE 53, PUBLISHED JANUARY 1895.	holotype	1
HOLOTYPE OF HARPORHYNCHUS LECONTEI ARENICOLA, ANTHONY, A. W. 1897. NEW BIRDS FROM THE ISLANDS AND PENINSULA OF LOWER CALIFORNIA. AUK, 164-168. PAGE 167, PUBLISHED APRIL 1897.	holotype	1
HOLOTYPE OF HELEODYTES BRUNNEICAPILLUS BRYANTI, ANTHONY, A. W. 1894. NOTES ON THE GENUS HELEODYTES, WITH A DESCRIPTION OF A NEW SUBSPECIES. AUK, 210-214. PAGE 212, PUBLISHED JULY 1894.	holotype	1
HOLOTYPE OF HELIOSCIURUS RUFOBRACHIUM MEDJIANUS	holotype	1
HOLOTYPE OF HELIOSCIURUS RUFOBRACHIUM RUBRICATUS	holotype	1
HOLOTYPE OF HELMINTHOPHAGA LAWRENCII (HERRICK, 1875)	holotype	1
HOLOTYPE OF HEMIPHYLLODACTYLUS INSULARIS, TAYLOR, 1918, PHILIPPINE JOUR. SCI., (D) 13:237	holotype	1
HOLOTYPE OF HEMISPINGUS BASILICUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA **INCORRECTLY LISTED IN TYPE CAT AS P.169**. PROC. BIOL. SOC. WASH., 169-174. PAGE 170, PUBLISHED 8 AUGUST 1913.	holotype	1
HOLOTYPE OF HEMITHRAUPIS FLAVICOLLIS OBIDENSIS, PARKES, K. C., AND P. S. HUMPHREY. 1963. GEOGRAPHIC VARIATION AND PLUMAGE SEQUENCE OF THE TANAGER HEMITHRAUPIS FLAVICOLLIS IN THE GUIANAS AND ADJACENT BRAZIL. PROC. BIOL. SOC. WASH., 81-84. PAGE 83, PUBLISHE	holotype	1
HOLOTYPE OF HENICORHINA LEUCOPHRYS BOLIVIANA, TODD, W. E. C. 1932. NEW SOUTH AMERICAN WRENS. PROC. BIOL. SOC. WASH., 9-14. PAGE 10, PUBLISHED 2 APRIL 1932.	holotype	1
HOLOTYPE OF HENICORHINA LEUCOPHRYS MERIDANA, TODD, W. E. C. 1932. NEW SOUTH AMERICAN WRENS. PROC. BIOL. SOC. WASH., 9-14. PAGE 11, PUBLISHED 2 APRIL 1932.	holotype	1
HOLOTYPE OF HERPESTES BRACHYURUS ((ALLEN))	holotype	1
HOLOTYPE OF HERPESTES JAVANICUS ((GEOFFROY SAINT-HILAIRE))	holotype	1
HOLOTYPE OF HERPESTES NASO MICRODON ((ALLEN))	holotype	1
HOLOTYPE OF HERPSILOCHMUS STICTOCEPHALUS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 159, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF HERPSILOCHMUS STICTURUS NIGRESCENS, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 79-82. PAGE 80, PUBLISHED 13 APRIL 1915.	holotype	1
HOLOTYPE OF HESPEROMYS LEUCOPUS DESERTICOLUS	holotype	1
HOLOTYPE OF HETEROHYRAX BRUCEI CHAPINI ((HATT))	holotype	1
HOLOTYPE OF HETEROLIODON LAVA	holotype	1
HOLOTYPE OF HETEROMYS ANOMALUS JESUPI (ALLEN)	holotype	1
HOLOTYPE OF HETEROMYS AUSTRALIS AUSTRALIS (THE CORYNDON MUSEUM)	holotype	1
HOLOTYPE OF HETEROMYS DESMARESTIANUS	holotype	1
HOLOTYPE OF HETEROMYS DESMARESTIANUS FUSCATUS (ALLEN)	holotype	1
HOLOTYPE OF HETEROMYS GAUMERI	holotype	1
HOLOTYPE OF HETEROMYS LEPTURUS NIGRICAUDATUS (GOODWIN)	holotype	1
HOLOTYPE OF HETEROMYS TELEUS	holotype	1
HOLOTYPE OF HIPPOSIDEROS ABAE	holotype	1
HOLOTYPE OF HIPPOSIDEROS ABAE (ALLEN, 1917)	holotype	1
HOLOTYPE OF HIPPOSIDEROS BREVICEPS (TATE, 1941)	holotype	1
HOLOTYPE OF HIPPOSIDEROS CAFFER NANUS (ALLEN)	holotype	1
HOLOTYPE OF HIPPOSIDEROS COMMERSONI NIANGARAE (ALLEN)	holotype	1
HOLOTYPE OF HIPPOSIDEROS CYCLOPS ((TEMMINCK))	holotype	1
HOLOTYPE OF HIPPOSIDEROS DIADEMA GRISEUS ((MEYEN))	holotype	1
HOLOTYPE OF HIPPOSIDEROS LARVATUS POUTENSIS (ALLEN)	holotype	1
HOLOTYPE OF HIPPOSIDEROS MACROBULLATUS (TATE)	holotype	1
HOLOTYPE OF HIPPOSIDEROS RUBER CENTRALIS (ANDERSEN)	holotype	1
HOLOTYPE OF HISTIOTUS MONTANUS INAMBARUS (ANTHONY, 1920)	holotype	1
HOLOTYPE OF HOLARCHUS BURKSI, TAYLOR, 1918, PHILIPPINE JOUR. SCI., (D) 13:365	holotype	1
HOLOTYPE OF HOLARCHUS MACULATUS, TAYLOR, 1918, PHILIPPINE JOUR. SCI., (D) 13:364	holotype	1
HOLOTYPE OF HOLBROOKIA TEXANA RETICULATA	holotype	1
HOLOTYPE OF HOLBROOKIA TEXANA SCITULA	holotype	1
HOLOTYPE OF HOLOCHILUS SCIUREUS VENEZUELAE (ALLEN)	holotype	1
HOLOTYPE OF HOLOQUISCALUS CAYMANENSIS CARIBAEUS, TODD, W. E. C. 1916. THE BIRDS OF THE ISLE OF PINES ***ERRATUM SLIP OPPOSITE P. 276. NEW NAME FOR H.C. DISPAR, TODD, 1916***. ANNALS CARNEGIE MUSEUM, 146-296. PAGE *, PUBLISHED 17 FEBRUARY 1916.	holotype	1
HOLOTYPE OF HOPLOMYS GYMNURUS TRUEI (ALLEN)	holotype	1
HOLOTYPE OF HYDRANASSA TRICOLOR OCCIDENTALIS	holotype	1
HOLOTYPE OF HYDROMYS CHRYSOGASTER	holotype	1
HOLOTYPE OF HYDROMYS HABBEMA	holotype	1
HOLOTYPE OF HYDROPS TRIANGULARIS BOLIVIANUS	holotype	1
HOLOTYPE OF HYDROPSALIS CLIMACOCERCA INTERCEDENS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 245, PUBLISHED 16 NOVEMBER 1937.	holotype	1
HOLOTYPE OF HYDROPSALIS CLIMACOCERCA PALLIDIOR, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 245, PUBLISHED 16 NOVEMBER 1937.	holotype	1
HOLOTYPE OF HYLA AURANTIACA SURDA	holotype	1
HOLOTYPE OF HYLA CHRYSES	holotype	1
HOLOTYPE OF HYLA FUENTEI, GOIN AND GOIN, 1968, COPEIA, 1968:581	holotype	1
HOLOTYPE OF HYLA GOUGHI BAILEYI	holotype	1
HOLOTYPE OF HYLA HELENAE	holotype	1
HOLOTYPE OF HYLA JAHNI	holotype	1
HOLOTYPE OF HYLA LOQUAX	holotype	1
HOLOTYPE OF HYLA NUBICOLA	holotype	1
HOLOTYPE OF HYLA PARAMICA	holotype	1
HOLOTYPE OF HYLA PARKERI	holotype	1
HOLOTYPE OF HYLA PEARSONI	holotype	1
HOLOTYPE OF HYLA PENTHETER	holotype	1
HOLOTYPE OF HYLA THORECTES	holotype	1
HOLOTYPE OF HYLA TICA	holotype	1
HOLOTYPE OF HYLA WALKERI	holotype	1
HOLOTYPE OF HYLA WRIGHTORUM	holotype	1
HOLOTYPE OF HYLA ZETEKI	holotype	1
HOLOTYPE OF HYLELLA PEARSEI	holotype	1
HOLOTYPE OF HYLEXETASTES UNDULATUS, TODD, W. E. C. 1925. DESCRIPTIONS OF NEW FURNARIIDAE AND DENDROCOLAPTIDAE. PROC. BIOL. SOC. WASH., 79-82. PAGE 80, PUBLISHED 26 MAY 1925.	holotype	1
HOLOTYPE OF HYLOMYS SINENSIS CUTTINGI ((ANTHONY))	holotype	1
HOLOTYPE OF HYLOPETES PHAYREI ELECTILIS ((ALLEN))	holotype	1
HOLOTYPE OF HYLOPEZUS PERSPICILLATUS PALLIDIOR, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 115, PUBLISHED 27 JUNE 1919.	holotype	1
HOLOTYPE OF HYLOPHILUS DECURTATUS DICKERMANI, PARKES, K. C. [IN PHILLIPS, A. R.]. 1991. KNOWN BIRDS OF NORTH & MIDDLE AMERICA. 169. PAGE 169, PUBLISHED 1991.	holotype	1
HOLOTYPE OF HYLOPHILUS OCHRACEICEPS PACIFICUS, PARKES, K. C. [IN PHILLIPS, A. R.]. 1991. KNOWN BIRDS OF NORTH & MIDDLE AMERICA. 173. PAGE 173, PUBLISHED 1991.	holotype	1
HOLOTYPE OF HYLOPHYLAX CONSOBRINA, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 172, PUBLISHED 8 AUGUST 1913.	holotype	1
HOLOTYPE OF HYLOPHYLAX GUTTURALIS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 174, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF HYLOPHYLAX NAEVIA OBSCURA, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 174, PUBLISHED 2 DECEMBER 1927.	holotype	1
HOLOTYPE OF HYLOPHYLAX NAEVIOIDES SUBSIMILIS, TODD, W. E. C. 1917. NEW GENERA, SPECIES, AND SUBSPECIES OF SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 127-130. PAGE 129, PUBLISHED 27 JULY 1917.	holotype	1
HOLOTYPE OF HYOSCIURUS HEINRICHI	holotype	1
HOLOTYPE OF HYOSCIURUS ILEILE (TATE & ARCHBOLD)	holotype	1
HOLOTYPE OF HYPEROLIUS CYSTOCANDICANS	holotype	1
HOLOTYPE OF HYPNELUS RUFICOLLIS DECOLOR, TODD, W. E. C., AND CARRIKER, JR., M. A. 1922. THE BIRDS OF THE SANTA MARTA REGION OF COLOMBIA: A STUDY IN ALTITUDINAL DISTRIBUTON [SIC]. ANNALS CARNEGIE MUSEUM, 3-582. PAGE 228, PUBLISHED OCTOBER 1922.	holotype	1
HOLOTYPE OF HYPOCNEMIS FLAVESCENS HUMILIS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 172, PUBLISHED 8 AUGUST 1913.	holotype	1
HOLOTYPE OF HYPOLOPHUS PULCHELLUS PHAINOLEUCUS, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 79-82. PAGE 80, PUBLISHED 13 APRIL 1915.	holotype	1
HOLOTYPE OF HYPOPACHUS AQUAE	holotype	1
HOLOTYPE OF HYPOPACHUS CHAMPIONI	holotype	1
HOLOTYPE OF HYPOPACHUS PEARSEI	holotype	1
HOLOTYPE OF HYPOPACHUS SIMUS	holotype	1
HOLOTYPE OF HYPSIRHYNCHUS FEROX PARACROUSIS, SCHWARTZ, 1971, STUD. FAUNA CURACAO CARB. ISLANDS, 35:82	holotype	1
HOLOTYPE OF HYSTRIX BRACHYURA SUBCRISTATA (SWINHOE)	holotype	1
HOLOTYPE OF ICHTHYOMYS HYDROBATES	holotype	1
HOLOTYPE OF ICHTHYOMYS STOLZMANNI ORIENTALIS (ANTHONY)	holotype	1
HOLOTYPE OF ICTERUS CROCONOTUS STRICTIFRONS, TODD, W. E. C. 1924. DESCRIPTIONS OF EIGHT NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 121-124. PAGE 122, PUBLISHED 8 JULY 1924.	holotype	1
HOLOTYPE OF ICTERUS MESOMELAS CARRIKERI, TODD, W. E. C. 1917. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM COLOMBIA AND BOLIVIA. PROC. BIOL. SOC. WASH., 3-6. PAGE 4, PUBLISHED 22 JANUARY 1917.	holotype	1
HOLOTYPE OF IDIONYCTERIS PHYLLOTIS (ALLEN, 1916)	holotype	1
HOLOTYPE OF IDIOTRICCUS SECUNDUS, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 95-98. PAGE 96, PUBLISHED 6 JUNE 1916.	holotype	1
HOLOTYPE OF IDIURUS MACROTIS (MILLER)	holotype	1
HOLOTYPE OF IMANTODES LUCIODORSUS	holotype	1
HOLOTYPE OF INDICATOR PROPINQUUS, FRIEDMANN, H. 1943. A NEW HONEY-GUIDE FROM CAMEROON. J. WASH. ACAD. SCI., 249-250. PAGE 250, PUBLISHED 15 AUGUST 1943.	holotype	1
HOLOTYPE OF INEZIA SUBFLAVA SATURATIOR, TODD, W. E. C. 1952. NEW TYRANT FLYCATCHERS FROM SOUTH AMERICA. ANNALS CARNEGIE MUSEUM, 291-304. PAGE 301, PUBLISHED 15 FEBRUARY 1952.	holotype	1
HOLOTYPE OF IODOPLEURA ISABELLAE PARAENSIS, TODD, W. E. C. 1950. CRITICAL NOTES ON THE COTINGAS. PROC. BIOL. SOC. WASH., 5-8. PAGE 6, PUBLISHED 26 APRIL 1950.	holotype	1
HOLOTYPE OF ISOLOBODON PORTORICENSIS	holotype	1
HOLOTYPE OF JACAMEROPS AUREA RIDGWAYI, TODD, W. E. C. 1943. STUDIES IN THE JACAMARS AND PUFF-BIRDS. ANNALS CARNEGIE MUSEUM, 1-18. PAGE 2, PUBLISHED 20 OCTOBER 1943.	holotype	1
HOLOTYPE OF JAGORII GRANDIS, TAYLOR, 1922, PHILIPPINE BUR. SCI., PUBL. 17:195	holotype	1
HOLOTYPE OF JENTINKIA SUMICHRASTI OAXACENSIS (GOODWIN, 1956)	holotype	1
HOLOTYPE OF JUNCO HYEMALIS THURBERI, ANTHONY, A. W. 1890. A NEW JUNCO FROM CALIFORNIA. ZOE, 238-239. PAGE 238, PUBLISHED OCTOBER 1890.	holotype	1
HOLOTYPE OF KALOULA WOLTERSTORFFI	holotype	1
HOLOTYPE OF KENTROPYX WILLIAMSONI	holotype	1
HOLOTYPE OF KERIVOULA MUSCINA (TATE, 1941)	holotype	1
HOLOTYPE OF KINOSTERNON CHIMALHUACA, BERRY, SEIDEL AND IVERSON, 1997, CHELONIAN CONSERVATION AND BIOLOGY, 2(3):331.	holotype	1
HOLOTYPE OF KINOSTERNON CREASERI	holotype	1
HOLOTYPE OF KINOSTERNON FLAVESCENS STEJNEGERI	holotype	1
HOLOTYPE OF KINOSTERNON HIRTIPES CHAPALAENSE	holotype	1
HOLOTYPE OF LACERTA ERHARDI RUTHVENI	holotype	1
HOLOTYPE OF LACERTA TAURICA GAIGEAE	holotype	1
HOLOTYPE OF LALAGE LEUCOMELA INSULICOLA, TODD, W. E. C. 1924. A NEW CUCKOO-SHRIKE FROM AUSTRALIA. PROC. BIOL. SOC. WASH., 119-120. PAGE 119, PUBLISHED 8 JULY 1924.	holotype	1
HOLOTYPE OF LAMPROPELTIS POLYZONA BLANCHARDI	holotype	1
HOLOTYPE OF LAMPROPELTIS PYROMELANA WOODINI	holotype	1
HOLOTYPE OF LAMPROPELTIS TRIANGULUM CONANTI	holotype	1
HOLOTYPE OF LAMPROPELTIS TRIANGULUM GAIGAE	holotype	1
HOLOTYPE OF LANIARIUS NYASAE, BOULTON, R. 1931. NEW SPECIES AND SUBSPECIES OF AFRICAN BIRDS. ANNALS CARNEGIE MUSEUM, 43-56. PAGE 55, PUBLISHED 16 NOVEMBER 1931.	holotype	1
HOLOTYPE OF LANKASCINCUS GANSI, GREER, 1991, J. HERP. 25(1):62.	holotype	1
HOLOTYPE OF LASIOPODOMYS MANDARINUS ((MILNE-EDWARDS))	holotype	1
HOLOTYPE OF LASIURUS EGA FUSCATUS ((THE CORYNDON MUSEUM))	holotype	1
HOLOTYPE OF LATERALLUS VIRIDIS BRUNNESCENS, TODD, W. E. C. 1932. SEVEN APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 215-220. PAGE 216, PUBLISHED 26 NOVEMBER 1932.	holotype	1
HOLOTYPE OF LATHROGECKO SANCTAE-MARTAE	holotype	1
HOLOTYPE OF LECYTHOPLASTES FULIGINOSUS, CHAPIN, J. P. 1925. A NEW SWALLOW FROM CAMEROON. IBIS, 148-151. PAGE 149, PUBLISHED 3 JANUARY 1925.	holotype	1
HOLOTYPE OF LEIOCEPHALUS ARENARIUS HYPHANTUS	holotype	1
HOLOTYPE OF LEIOCEPHALUS CARINATUS GRANTI	holotype	1
HOLOTYPE OF LEIOCEPHALUS LUNATUS LEWISI, SCHWARTZ, 1969, J. HERPETOL., 3:80	holotype	1
HOLOTYPE OF LEIOCEPHALUS PERSONATUS PYRRHOLAEMUS, SCHWARTZ, 1971, HERPETOLOGICA, 27:178	holotype	1
HOLOTYPE OF LEIOCEPHALUS PSAMMODROMUS APHRETOR, SCHWARTZ, 1967, ANN. CARNEGIE MUS., 39:163	holotype	1
HOLOTYPE OF LEIOCEPHALUS PSAMMODROMUS APROCRINUS, SCHWARTZ, 1967, ANN. CARNEGIE MUS., 39:165	holotype	1
HOLOTYPE OF LEIOCEPHALUS PSAMMODROMUS MOUNAX, SCHWARTZ, 1967, ANN. CARNEGIE MUS., 39:169	holotype	1
HOLOTYPE OF LEIOCEPHALUS RHUTIDIRA, SCHWARTZ, 1979, PROC. BIOL. SOC. WASHINGTON, 92:273	holotype	1
HOLOTYPE OF LEIOLOPISMA ASSATUM TAYLORI	holotype	1
HOLOTYPE OF LEIOLOPISMA PULCHELLUM GRANDE, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:374	holotype	1
HOLOTYPE OF LEMMISCUS CURTATUS ((COPE))	holotype	1
HOLOTYPE OF LEMMUS SIBIRICUS CHRYSOGASTER (ALLEN)	holotype	1
HOLOTYPE OF LEMNISCOMYS BARBARUS OWENI (HATT)	holotype	1
HOLOTYPE OF LENOMYS MEYERI LAMPO	holotype	1
HOLOTYPE OF LENOXUS APICALIS	holotype	1
HOLOTYPE OF LENOXUS APICALIS APICALIS ((ALLEN))	holotype	1
HOLOTYPE OF LEOPARDUS WIEDII NICARAGUAE ((ALLEN))	holotype	1
HOLOTYPE OF LEPIDOBLEPHARIS SANCTAE-MARTAE FUGAX	holotype	1
HOLOTYPE OF LEPIDODACTYLUS CHRISTIANI, TAYLOR, 1917, PHILIPPINE JOUR. SCI., (D) 12:368	holotype	1
HOLOTYPE OF LEPIDODACTYLUS NAUJANENSIS, TAYLOR, 1919, PHILIPPINE JOUR. SCI., 14:113	holotype	1
HOLOTYPE OF LEPIDOPHYMA FLAVIMACULATUM TENEBRARUM	holotype	1
HOLOTYPE OF LEPIDOPHYMA MICROPHOLIS	holotype	1
HOLOTYPE OF LEPIDOPYGA LUMINOSA PHAEOCHROA, TODD, W. E. C. 1942. LIST OF THE HUMMINGBIRDS IN THE COLLECTION OF THE CARNEGIE MUSEUM. ANNALS CARNEGIE MUSEUM, 271-370. PAGE 308, PUBLISHED 31 DECEMBER 1942.	holotype	1
HOLOTYPE OF LEPOSOMA GUIANENSE	holotype	1
HOLOTYPE OF LEPOSOMA SOUTHI	holotype	1
HOLOTYPE OF LEPTASTHENURA ANDICOLA EXTERIOR, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 115, PUBLISHED 27 JUNE 1919.	holotype	1
HOLOTYPE OF LEPTASTHENURA ANDICOLA EXTIMA, TODD, W. E. C. 1916. PRELIMINARY DIAGNOSES OF FIFTEEN APPARENTLY NEW NEOTROPICAL BIRDS ***INCORRECTLY LISTED AS PARAMO DE MACOTAMA***. PROC. BIOL. SOC. WASH., 95-98. PAGE 97, PUBLISHED 6 JUNE 1916.	holotype	1
HOLOTYPE OF LEPTODACTYLUS BOKERMANNI	holotype	1
HOLOTYPE OF LEPTODEIRA ANNULATA CUSSILIRIS	holotype	1
HOLOTYPE OF LEPTODEIRA BAKERI	holotype	1
HOLOTYPE OF LEPTODEIRA DUELLMANI	holotype	1
HOLOTYPE OF LEPTODEIRA YUCATANENSIS MALLEISI	holotype	1
HOLOTYPE OF LEPTOMYS PAULUS (MUSSER ET AL., 2008)	holotype	1
HOLOTYPE OF LEPTOMYS SIGNATUS	holotype	1
HOLOTYPE OF LEPTOPHIS AHAETULLA BOLIVIANUS	holotype	1
HOLOTYPE OF LEPTOPHIS MEXICANUS YUCATANENSIS	holotype	1
HOLOTYPE OF LEPTOPHIS OCCIDENTALIS CHOCOENSIS	holotype	1
HOLOTYPE OF LEPTOPOGON AMAUROCEPHALUS DIVERSUS, TODD, W. E. C. 1913. PRELIMINARY DIAGNOSES OF APPARENTLY NEW BIRDS FROM TROPICAL AMERICA. PROC. BIOL. SOC. WASH., 169-174. PAGE 171, PUBLISHED 8 AUGUST 1913.	holotype	1
HOLOTYPE OF LEPTOTYPHLOPS ANTHRACINUS	holotype	1
HOLOTYPE OF LEPTOTYPHLOPS BAKEWELLI	holotype	1
HOLOTYPE OF LEPTOTYPHLOPS COLUMBI, KLAUBER, 1939, TRANS. SAN DIEGO SOC. NAT. HIST., 9:62	holotype	1
HOLOTYPE OF LEPTOTYPHLOPS GREENWELLI, WALLACH AND BOUNDY, 2005, ANN. CARNEGIE MUS., 74:1	holotype	1
HOLOTYPE OF LEPUS ALLENI ALLENI	holotype	1
HOLOTYPE OF LEPUS AMERICANUS BISHOPI (ALLEN)	holotype	1
HOLOTYPE OF LEPUS CALIFORNICUS DESERTICOLA (MEARNS)	holotype	1
HOLOTYPE OF LEPUS CALIFORNICUS MELANOTIS	holotype	1
HOLOTYPE OF LEPUS CALIFORNICUS MELANOTIS (MEARNS)	holotype	1
HOLOTYPE OF LEPUS CALIFORNICUS TEXIANUS (WATERHOUSE)	holotype	1
HOLOTYPE OF LEPUS CALLOTIS GAILLARDI (MEARNS)	holotype	1
HOLOTYPE OF LEPUS CINERASCENS	holotype	1
HOLOTYPE OF LEPUS COMUS	holotype	1
HOLOTYPE OF LEPUS SINENSIS FLAVIVENTRIS ((ALLEN))	holotype	1
HOLOTYPE OF LEPUS TALAI TIBETANUS (WATERHOUSE)	holotype	1
HOLOTYPE OF LEPUS TIMIDUS TIMIDUS (LINNEAUS)	holotype	1
HOLOTYPE OF LEUCOLEPIS LAWRENCII ASSIMILIS, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 114, PUBLISHED 27 JUNE 1919.	holotype	1
HOLOTYPE OF LEUCOLEPIS MODULATOR INTERPOSITUS, TODD, W. E. C. 1932. NEW SOUTH AMERICAN WRENS. PROC. BIOL. SOC. WASH., 9-14. PAGE 13, PUBLISHED 2 APRIL 1932.	holotype	1
HOLOTYPE OF LEUCOLEPIS MODULATOR RUTILANS, TODD, W. E. C. 1932. NEW SOUTH AMERICAN WRENS. PROC. BIOL. SOC. WASH., 9-14. PAGE 12, PUBLISHED 2 APRIL 1932.	holotype	1
HOLOTYPE OF LEUCOLEPIS MODULATOR TRANSFLUVIALIS, TODD, W. E. C. 1932. NEW SOUTH AMERICAN WRENS **INCORRECTLY PUBLISHED AS COLLECTED 22 OCT**. PROC. BIOL. SOC. WASH., 9-14. PAGE 13, PUBLISHED 2 APRIL 1932.	holotype	1
HOLOTYPE OF LEUCOLEPIS PHAEOCEPHALUS PROPINQUUS, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 114, PUBLISHED 27 JUNE 1919.	holotype	1
HOLOTYPE OF LEUROGNATHUS MARMORATA AUREATA	holotype	1
